Country,Resource,Quantity,Unit,Sector,Urgency,Time to ship from Canada to Country (days),Date Resource is Required by (yyyy-mm-dd),Key
Guatemala,Other refined petroleum and coal products,29003.959712686337,gallon,Energy,0.13,5,2023-05-27,Other_refined_petroleum_and_coal_products_Energy
Guatemala,Electricity,1464407.0,kWh,Energy,0.12,4,2023-05-06,Electricity_Energy
Guatemala,Services,434304.165,hr,Minerals and mining,0.08,1,2023-05-11,Services_Minerals_and_mining
Guatemala,Bioenergy and biofuel (from forestry biomass),5882.002213762842,gallon,Forestry,0.01,3,2023-05-12,Bioenergy_and_biofuel_(from_forestry_biomass)_Forestry
Guatemala,Extraction,227555.99999999997,kWh,Energy,0.1,8,2023-05-21,Extraction_Energy
Guatemala,Secondary metal products,54757.626240000005,ton,Minerals and mining,0.08,2,2023-05-06,Secondary_metal_products_Minerals_and_mining
Guatemala,Biofuels,15212.9869408,L,Energy,0.04,4,2023-05-02,Biofuels_Energy
Guatemala,Extraction,2815894.0,ton,Minerals and mining,0.13,10,2023-05-21,Extraction_Minerals_and_mining
Guatemala,Bioenergy,10302.0,kWh,Energy,0.12,4,2023-05-14,Bioenergy_Energy
Guatemala,Primary pulp and paper products,64394.82,metric_ton,Forestry,0.13,7,2023-05-19,Primary_pulp_and_paper_products_Forestry
Guatemala,Primary metallic minerals products,131206.0,metric_ton,Minerals and mining,0.06,2,2023-05-22,Primary_metallic_minerals_products_Minerals_and_mining
Guernsey,Bioenergy and biofuel (from forestry biomass),2463.0,gallon,Forestry,0.1799999999999998,13,2023-05-18,Bioenergy_and_biofuel_(from_forestry_biomass)_Forestry
Guernsey,Secondary metal products,18618.137232,ton,Minerals and mining,0.06,1,2023-05-09,Secondary_metal_products_Minerals_and_mining
Guernsey,Crude oil,264671.0,L,Energy,0.15,3,2023-05-10,Crude_oil_Energy
Guernsey,Primary forestry bioproducts,9773.09,metric_ton,Forestry,0.11,2,2023-05-09,Primary_forestry_bioproducts_Forestry
Guernsey,Primary metallic minerals products,56880.37,metric_ton,Minerals and mining,0.16,0,2023-05-22,Primary_metallic_minerals_products_Minerals_and_mining
Guernsey,Biofuels,33316.58715,L,Energy,0.18,2,2023-05-02,Biofuels_Energy
Guernsey,Natural gas,172460.28364786983,cubic_feet,Energy,0.07,1,2023-05-23,Natural_gas_Energy
Guernsey,Metallic minerals,1158727.6,metric_ton,Minerals and mining,0.04,7,2023-05-17,Metallic_minerals_Minerals_and_mining
Guernsey,Primary pulp and paper products,299662.23,metric_ton,Forestry,0.05,0,2023-05-12,Primary_pulp_and_paper_products_Forestry
Guinea,Metallic minerals,1540801.7431498992,metric_ton,Minerals and mining,0.41,3,2023-05-10,Metallic_minerals_Minerals_and_mining
Guinea,Extraction,1978588.2620480002,ton,Minerals and mining,0.42,12,2023-05-16,Extraction_Minerals_and_mining
Guinea,Primary non-metallic minerals products,380230.0,metric_ton,Minerals and mining,0.17,6,2023-05-22,Primary_non_metallic_minerals_products_Minerals_and_mining
Guinea-Bissau,Bioenergy and biofuel (from forestry biomass),1987.0000871768182,gallon,Forestry,0.0299999999999997,12,2023-05-22,Bioenergy_and_biofuel_(from_forestry_biomass)_Forestry
Guinea-Bissau,Miscellaneous metal products,148757.0,kg,Minerals and mining,0.01,7,2023-05-20,Miscellaneous_metal_products_Minerals_and_mining
Guinea-Bissau,Extraction,2676170.985390956,kWh,Energy,0.07,3,2023-05-24,Extraction_Energy
Guinea-Bissau,Services,1039310.8800000001,hr,Energy,0.11,13,2023-05-28,Services_Energy
Guinea-Bissau,Secondary metal products,193614.08877,ton,Minerals and mining,0.07,0,2023-05-12,Secondary_metal_products_Minerals_and_mining
Guinea-Bissau,Metallic minerals,1897437.12,metric_ton,Minerals and mining,0.0499999999999999,13,2023-05-17,Metallic_minerals_Minerals_and_mining
Guinea-Bissau,Refined petroleum products (fuels and lubricants),315688.49239580386,gallon,Energy,0.05,0,2023-05-05,Refined_petroleum_products_(fuels_and_lubricants)_Energy
Guinea-Bissau,Primary manufacturing,1368457.4811821438,kWh,Forestry,0.11,0,2023-05-04,Primary_manufacturing_Forestry
Guinea-Bissau,Services,1452582000.0,hr,Minerals and mining,0.02,11,2023-05-27,Services_Minerals_and_mining
Guinea-Bissau,Primary manufacturing,269580.8977954128,kWh,Minerals and mining,0.03,2,2023-05-04,Primary_manufacturing_Minerals_and_mining
Guinea-Bissau,Biofuels,37316.0,L,Energy,0.06,3,2023-05-15,Biofuels_Energy
Guinea-Bissau,Primary forestry bioproducts,7692.0,metric_ton,Forestry,0.06,1,2023-05-09,Primary_forestry_bioproducts_Forestry
Guinea-Bissau,Primary non-metallic minerals products,160120.86938625734,metric_ton,Minerals and mining,0.03,1,2023-05-08,Primary_non_metallic_minerals_products_Minerals_and_mining
Guinea-Bissau,Other refined petroleum and coal products,78226.036867869,gallon,Energy,0.07,2,2023-05-22,Other_refined_petroleum_and_coal_products_Energy
Guinea-Bissau,Secondary paper products,256260.0,metric_ton,Forestry,0.07,4,2023-05-12,Secondary_paper_products_Forestry
Guinea-Bissau,Natural gas,210935.34706887786,cubic_feet,Energy,0.09,9,2023-05-16,Natural_gas_Energy
Guinea-Bissau,Other bioproducts (from forestry biomass),1680.0,kg,Forestry,0.06,3,2023-05-24,Other_bioproducts_(from_forestry_biomass)_Forestry
Guinea-Bissau,Services and custom work,39545.52,hr,Forestry,0.01,1,2023-05-06,Services_and_custom_work_Forestry
Guyana,Natural gas,291832.3425010453,cubic_feet,Energy,0.11,5,2023-05-29,Natural_gas_Energy
Guyana,Non-metallic minerals,163689.86647645972,metric_ton,Minerals and mining,0.16,4,2023-05-09,Non_metallic_minerals_Minerals_and_mining
Guyana,Extraction,146076.70119999998,ton,Minerals and mining,0.14,3,2023-05-28,Extraction_Minerals_and_mining
Guyana,Other bioproducts (from forestry biomass),390.0,kg,Forestry,0.08,3,2023-05-08,Other_bioproducts_(from_forestry_biomass)_Forestry
Guyana,Services and custom work,140343.66,hr,Minerals and mining,0.02,2,2023-05-06,Services_and_custom_work_Minerals_and_mining
Guyana,Primary manufacturing,562948.786569785,kWh,Minerals and mining,0.02,12,2023-05-28,Primary_manufacturing_Minerals_and_mining
Guyana,Services and custom work,52343.04,hr,Forestry,0.12,4,2023-05-02,Services_and_custom_work_Forestry
Guyana,Secondary metal products,214824.799936,ton,Minerals and mining,0.03,1,2023-05-11,Secondary_metal_products_Minerals_and_mining
Guyana,Primary manufacturing,1846709.0,kWh,Energy,0.01,3,2023-05-02,Primary_manufacturing_Energy
Guyana,Primary manufacturing,1204958.0,kWh,Forestry,0.08,6,2023-05-18,Primary_manufacturing_Forestry
Guyana,Services,252717.36,hr,Forestry,0.18,3,2023-05-15,Services_Forestry
Guyana,Electricity,836488.6828646633,kWh,Energy,0.05,4,2023-05-06,Electricity_Energy
Haiti,Coal,249402.30311596376,short_ton,Minerals and mining,1.0,1,2023-05-05,Coal_Minerals_and_mining
Heard Island and McDonald Islands,Petrochemicals,45050.92684596912,gallon,Energy,0.05,5,2023-05-20,Petrochemicals_Energy
Heard Island and McDonald Islands,Primary sawmill and wood products,237106.3068,ft,Forestry,0.15,4,2023-05-04,Primary_sawmill_and_wood_products_Forestry
Heard Island and McDonald Islands,Electricity,1110399.0,kWh,Energy,0.13,13,2023-05-28,Electricity_Energy
Heard Island and McDonald Islands,Refined petroleum products (fuels and lubricants),329305.62063501705,gallon,Energy,0.2,4,2023-05-15,Refined_petroleum_products_(fuels_and_lubricants)_Energy
Heard Island and McDonald Islands,Biofuels,13097.086336,L,Energy,0.23,0,2023-05-24,Biofuels_Energy
Heard Island and McDonald Islands,Services,1137925.0,hr,Energy,0.08,12,2023-05-29,Services_Energy
Heard Island and McDonald Islands,Miscellaneous metal products,150170.0,kg,Minerals and mining,0.16,1,2023-05-10,Miscellaneous_metal_products_Minerals_and_mining
Holy See (the),Primary pulp and paper products,195724.19,metric_ton,Forestry,0.09,11,2023-05-26,Primary_pulp_and_paper_products_Forestry
Holy See (the),Other bioproducts (from forestry biomass),560.0,kg,Forestry,0.08,3,2023-05-20,Other_bioproducts_(from_forestry_biomass)_Forestry
Holy See (the),Services and custom work,43157.94,hr,Forestry,0.1,3,2023-05-02,Services_and_custom_work_Forestry
Holy See (the),Services,1517394.5999999999,hr,Energy,0.03,4,2023-05-05,Services_Energy
Holy See (the),Extraction,143917.76,metric_ton,Forestry,0.04,10,2023-05-29,Extraction_Forestry
Holy See (the),Electricity,2745824.958985004,kWh,Energy,0.02,2,2023-05-15,Electricity_Energy
Holy See (the),Petrochemicals,158412.75845945353,gallon,Energy,0.03,2,2023-05-12,Petrochemicals_Energy
Holy See (the),Other refined petroleum and coal products,83026.93628431266,gallon,Energy,0.01,3,2023-05-06,Other_refined_petroleum_and_coal_products_Energy
Holy See (the),Biofuels,30752.0,L,Energy,0.06,2,2023-05-06,Biofuels_Energy
Holy See (the),Primary manufacturing,1133788.0,kWh,Forestry,0.1,13,2023-05-28,Primary_manufacturing_Forestry
Holy See (the),Services,32311.440000000002,hr,Forestry,0.08,1,2023-05-07,Services_Forestry
Holy See (the),Primary manufacturing,4389724.0,kWh,Energy,0.11,3,2023-05-12,Primary_manufacturing_Energy
Holy See (the),Primary non-metallic minerals products,430947.6484713104,metric_ton,Minerals and mining,0.07,9,2023-05-17,Primary_non_metallic_minerals_products_Minerals_and_mining
Holy See (the),Extraction,516015.7519594001,ton,Minerals and mining,0.09,3,2023-05-10,Extraction_Minerals_and_mining
Holy See (the),Services,135871.68,hr,Minerals and mining,0.06,0,2023-05-15,Services_Minerals_and_mining
Holy See (the),Secondary wood products,50848.04147780384,lb,Forestry,0.01,4,2023-05-16,Secondary_wood_products_Forestry
Holy See (the),Natural gas,405041.26160281105,cubic_feet,Energy,0.02,2,2023-05-03,Natural_gas_Energy
Honduras,Services and custom work,23685.12,hr,Forestry,0.99,6,2023-05-19,Services_and_custom_work_Forestry
Honduras,Primary forestry bioproducts,11467.0,metric_ton,Forestry,0.01,3,2023-05-02,Primary_forestry_bioproducts_Forestry
Hong Kong,Primary manufacturing,224090.0,kWh,Forestry,0.31,2,2023-05-28,Primary_manufacturing_Forestry
Hong Kong,Services and custom work,454939200.0,hr,Minerals and mining,0.44,13,2023-05-23,Services_and_custom_work_Minerals_and_mining
Hong Kong,Extraction,1132045.0,kWh,Energy,0.25,1,2023-05-09,Extraction_Energy
Hungary,Bioenergy,16221.0,kWh,Energy,0.1,3,2023-05-13,Bioenergy_Energy
Hungary,Miscellaneous metal products,218550.0,kg,Minerals and mining,0.05,11,2023-05-23,Miscellaneous_metal_products_Minerals_and_mining
Hungary,Primary manufacturing,140588.0,kWh,Forestry,0.1,0,2023-05-15,Primary_manufacturing_Forestry
Hungary,Crude oil,1458853.0,L,Energy,0.08,12,2023-05-23,Crude_oil_Energy
Hungary,Services,356301.12,hr,Energy,0.09,0,2023-05-22,Services_Energy
Hungary,Services and custom work,25078.065,hr,Forestry,0.02,12,2023-05-26,Services_and_custom_work_Forestry
Hungary,Primary forestry bioproducts,6321.994843213774,metric_ton,Forestry,0.06,4,2023-05-04,Primary_forestry_bioproducts_Forestry
Hungary,Other refined petroleum and coal products,4263.283501655038,gallon,Energy,0.04,0,2023-05-15,Other_refined_petroleum_and_coal_products_Energy
Hungary,Primary pulp and paper products,346654.86,metric_ton,Forestry,0.03,13,2023-05-19,Primary_pulp_and_paper_products_Forestry
Hungary,Non-metallic minerals,235546.0,metric_ton,Minerals and mining,0.05,3,2023-05-04,Non_metallic_minerals_Minerals_and_mining
Hungary,Primary metallic minerals products,306942.7496234102,metric_ton,Minerals and mining,0.08,0,2023-05-15,Primary_metallic_minerals_products_Minerals_and_mining
Hungary,Biofuels,48408.401439999994,L,Energy,0.09,5,2023-05-23,Biofuels_Energy
Hungary,Primary manufacturing,4633858.0,kWh,Energy,0.0199999999999999,4,2023-05-08,Primary_manufacturing_Energy
Hungary,Secondary wood products,240556.0,lb,Forestry,0.09,7,2023-05-24,Secondary_wood_products_Forestry
Hungary,Other bioproducts (from forestry biomass),163.0,kg,Forestry,0.04,2,2023-05-11,Other_bioproducts_(from_forestry_biomass)_Forestry
Hungary,Services,177192.0,hr,Forestry,0.02,2,2023-05-27,Services_Forestry
Hungary,Petrochemicals,78325.03744640606,gallon,Energy,0.04,2,2023-05-10,Petrochemicals_Energy
Iceland,Primary manufacturing,659577.7499350494,kWh,Minerals and mining,0.08,0,2023-05-15,Primary_manufacturing_Minerals_and_mining
Iceland,Primary forestry bioproducts,3625.5,metric_ton,Forestry,0.01,8,2023-05-28,Primary_forestry_bioproducts_Forestry
Iceland,Services and custom work,636901200.0,hr,Minerals and mining,0.07,0,2023-05-10,Services_and_custom_work_Minerals_and_mining
Iceland,Primary pulp and paper products,175372.85694575153,metric_ton,Forestry,0.08,2,2023-05-03,Primary_pulp_and_paper_products_Forestry
Iceland,Services,227497.0,hr,Forestry,0.1,0,2023-05-23,Services_Forestry
Iceland,Miscellaneous metal products,198550.0,kg,Minerals and mining,0.01,4,2023-05-29,Miscellaneous_metal_products_Minerals_and_mining
Iceland,Services,115113.0,hr,Minerals and mining,0.07,0,2023-05-02,Services_Minerals_and_mining
Iceland,Primary manufacturing,390745.0,kWh,Forestry,0.02,9,2023-05-29,Primary_manufacturing_Forestry
Iceland,Other bioproducts (from forestry biomass),1172.0,kg,Forestry,0.06,9,2023-05-26,Other_bioproducts_(from_forestry_biomass)_Forestry
Iceland,Petrochemicals,103309.89221035501,gallon,Energy,0.03,2,2023-05-17,Petrochemicals_Energy
Iceland,Bioenergy,9220.0,kWh,Energy,0.11,11,2023-05-20,Bioenergy_Energy
Iceland,Biofuels,2437.0,L,Energy,0.0499999999999999,2,2023-05-15,Biofuels_Energy
Iceland,Primary manufacturing,3609063.9999999995,kWh,Energy,0.07,3,2023-05-03,Primary_manufacturing_Energy
Iceland,Tertiary metal products,713814.0,ton,Minerals and mining,0.08,1,2023-05-16,Tertiary_metal_products_Minerals_and_mining
Iceland,Services and custom work,108158400.0,hr,Forestry,0.04,1,2023-05-08,Services_and_custom_work_Forestry
Iceland,Primary non-metallic minerals products,225116.8163696239,metric_ton,Minerals and mining,0.12,6,2023-05-22,Primary_non_metallic_minerals_products_Minerals_and_mining
India,Biofuels,23553.97732072,L,Energy,0.44,13,2023-05-22,Biofuels_Energy
India,Bioenergy and biofuel (from forestry biomass),6760.0,gallon,Forestry,0.31,1,2023-05-03,Bioenergy_and_biofuel_(from_forestry_biomass)_Forestry
India,Refined petroleum products (fuels and lubricants),309204.6655342485,gallon,Energy,0.25,3,2023-05-08,Refined_petroleum_products_(fuels_and_lubricants)_Energy
Indonesia,Metallic minerals,745805.3916383467,metric_ton,Minerals and mining,0.1699999999999999,9,2023-05-23,Metallic_minerals_Minerals_and_mining
Indonesia,Extraction,4873191.0,kWh,Energy,0.42,1,2023-05-13,Extraction_Energy
Indonesia,Primary non-metallic minerals products,697050.97,metric_ton,Minerals and mining,0.01,2,2023-05-10,Primary_non_metallic_minerals_products_Minerals_and_mining
Indonesia,Electricity,432699.0,kWh,Energy,0.4,9,2023-05-24,Electricity_Energy
Iran (Islamic Republic of),Services and custom work,30943.98,hr,Forestry,0.13,1,2023-05-15,Services_and_custom_work_Forestry
Iran (Islamic Republic of),Biofuels,26223.97226768,L,Energy,0.02,2,2023-05-20,Biofuels_Energy
Iran (Islamic Republic of),Electricity,3225006.0,kWh,Energy,0.16,11,2023-05-23,Electricity_Energy
Iran (Islamic Republic of),Crude oil,3348012.9255299997,L,Energy,0.17,12,2023-05-22,Crude_oil_Energy
Iran (Islamic Republic of),Secondary metal products,87529.0,ton,Minerals and mining,0.04,2,2023-05-07,Secondary_metal_products_Minerals_and_mining
Iran (Islamic Republic of),Extraction,188111.0,kWh,Energy,0.07,10,2023-05-28,Extraction_Energy
Iran (Islamic Republic of),Natural gas,101018.16624759861,cubic_feet,Energy,0.05,3,2023-05-02,Natural_gas_Energy
Iran (Islamic Republic of),Refined petroleum products (fuels and lubricants),817745.5679485181,gallon,Energy,0.11,0,2023-05-10,Refined_petroleum_products_(fuels_and_lubricants)_Energy
Iran (Islamic Republic of),Services,68863.2,hr,Minerals and mining,0.01,0,2023-05-08,Services_Minerals_and_mining
Iran (Islamic Republic of),Secondary wood products,227598.99999999997,lb,Forestry,0.08,5,2023-05-18,Secondary_wood_products_Forestry
Iran (Islamic Republic of),Services,2113373.025,hr,Energy,0.12,0,2023-05-28,Services_Energy
Iran (Islamic Republic of),Secondary paper products,188061.84659581992,metric_ton,Forestry,0.04,2,2023-05-27,Secondary_paper_products_Forestry
Iraq,Coal,30546.308340130956,short_ton,Minerals and mining,0.03,2,2023-05-23,Coal_Minerals_and_mining
Iraq,Biofuels,41872.0,L,Energy,0.06,4,2023-05-15,Biofuels_Energy
Iraq,Refined petroleum products (fuels and lubricants),369583.174179283,gallon,Energy,0.05,8,2023-05-23,Refined_petroleum_products_(fuels_and_lubricants)_Energy
Iraq,Secondary wood products,25199.01144640999,lb,Forestry,0.05,10,2023-05-21,Secondary_wood_products_Forestry
Iraq,Primary manufacturing,240593.9087831474,kWh,Minerals and mining,0.09,12,2023-05-22,Primary_manufacturing_Minerals_and_mining
Iraq,Services,86768.79,hr,Energy,0.01,0,2023-05-21,Services_Energy
Iraq,Services and custom work,145252.62,hr,Minerals and mining,0.06,8,2023-05-24,Services_and_custom_work_Minerals_and_mining
Iraq,Miscellaneous metal products,130639.99999999999,kg,Minerals and mining,0.05,4,2023-05-11,Miscellaneous_metal_products_Minerals_and_mining
Iraq,Extraction,187397.33000000002,metric_ton,Forestry,0.02,6,2023-05-16,Extraction_Forestry
Iraq,Metallic minerals,1434782.0,metric_ton,Minerals and mining,0.08,4,2023-05-13,Metallic_minerals_Minerals_and_mining
Iraq,Extraction,4315057.0,kWh,Energy,0.04,1,2023-05-13,Extraction_Energy
Iraq,Primary manufacturing,892405.9999999999,kWh,Forestry,0.08,6,2023-05-22,Primary_manufacturing_Forestry
Iraq,Services and custom work,14949.119999999999,hr,Forestry,0.06,3,2023-05-07,Services_and_custom_work_Forestry
Iraq,Electricity,3453876.0,kWh,Energy,0.1,0,2023-05-05,Electricity_Energy
Iraq,Primary non-metallic minerals products,103410.03,metric_ton,Minerals and mining,0.07,5,2023-05-22,Primary_non_metallic_minerals_products_Minerals_and_mining
Iraq,Services,262958.085,hr,Forestry,0.03,13,2023-05-22,Services_Forestry
Iraq,Primary forestry bioproducts,8368.0,metric_ton,Forestry,0.07,7,2023-05-18,Primary_forestry_bioproducts_Forestry
Iraq,Other refined petroleum and coal products,79018.03767623585,gallon,Energy,0.01,3,2023-05-25,Other_refined_petroleum_and_coal_products_Energy
Iraq,Petrochemicals,96476.04546667336,gallon,Energy,0.04,2,2023-05-05,Petrochemicals_Energy
Ireland,Bioenergy,1447.9994496776899,kWh,Energy,1.0,4,2023-05-22,Bioenergy_Energy
Isle of Man,Extraction,80815.93407876152,metric_ton,Forestry,0.01,4,2023-05-20,Extraction_Forestry
Isle of Man,Tertiary metal products,331170.0,ton,Minerals and mining,0.06,6,2023-05-24,Tertiary_metal_products_Minerals_and_mining
